COD_CURSO;NOME_UNIDADE;NUM_VERSAO;DESCR_ESTRUTURA;NOME_DISCIPLINA;NOME_DISC_EQUIV;TIPO_EQUIVALENCIA;BLOCO
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;HHI0033 - História da Ciência e da Tecnologia;FCS0037 - ÉTICA II;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;HTD0051 - Expressão Oral e Escrita;DID0038 - MONOGRAFIA I;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;HTD0051 - Expressão Oral e Escrita;DID0039 - MONOGRAFIA II;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;HTD0052 - LEITURA E PRODUÇÃO DE TEXTOS;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0005 - Introdução à Lógica Computacional;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0006 - Programas Utilitários Básicos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0007 - TÉCNICAS DE PROGRAMAÇÃO I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0008 - Organização de Computadores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0009 - Estruturas Discretas;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0010 - Produtividade Pessoal com Sistemas de Informação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0011 - TÉCNICAS DE PROGRAMAÇÃO II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0012 - Modelagem de Sistemas;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0013 - Análise Empresarial e Administrativa;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0014 - Estruturas de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0015 - Análise e Projeto de Sistemas;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0016 - Sistemas Operacionais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0017 - Administração Financeira;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0018 - Análise de Algoritmos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0019 - Linguagens Formais e Autômatos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0020 - Sistema de Banco de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0021 - Programação Modular;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0022 - Construção de Sistemas;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0023 - Redes de Computadores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0024 - Seminários sobre Optativas e Eletivas;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0026 - Distribuição e Concorrência;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0027 - Iniciação à Pesquisa I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0028 - Projeto e Construção de Sistemas com Ambiente de Programação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0029 - Iniciação à Pesquisa II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0030 - Empresa de Informática;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0031 - Projeto de Graduação I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0032 - Gerência de Projetos em Informática;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0033 - Projeto de Graduação II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0051 - Estudo de Domínios de Aplicação 1;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0052 - Estudo de Domínios de Aplicação II;FCS0036 - ÉTICA I;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0053 - Estudo de Domínios de Aplicação III;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0054 - Atividades Curriculares de Extensão-1;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0055 - Atividades Curriculares de Extensão-2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0056 - Atividades Curriculares de Extensão-3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TIN0057 - Atividades Curriculares de Extensão-4;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TME0012 - Cálculo Diferencial e Integral I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TME0013 - Cálculo  Diferencial e Integral II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TME0014 - Probabilidade e Estatística;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;TME0015 - Álgebra Linear;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0025 - Projeto e Construção de Sistemas com SGDB;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0034 - Banco de Dados em Ambiente Cliente-Servidor;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0035 - Administração de Banco de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0036 - Banco de Dados Distribuídos e Datawarehousing;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0037 - Tópicos Avançados em Banco de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0038 - Comunicação e Segurança de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0039 - Projeto e Gerência de Redes Locais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0040 - Calibragem e Análise de Desempenho;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0041 - Tópicos Avançados em Redes de Computadores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0042 - Programação Linear;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0043 - Fluxo em Redes;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0044 - Algoritmos para Problemas Combinatórios;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0045 - Tópicos Avançados em Algoritmos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0046 - Compiladores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0047 - Inteligência Artificial;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0048 - Sistemas Multimídia;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0049 - Computação Gráfica e Processamento de Imagem;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0050 - Ambiente Operacional Unix;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0058 - Desenvolvimento de Software para Web;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0059 - Groupware - Tecnologias de Apoio à Colaboração;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0060 - Desenvolvimento Baseado em Componentes;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0061 - Tópicos Avançados em Engenharia de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0062 - Tópicos Avançados em Bancos de dados 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0063 - Tópicos Avançados em Banco de Dados 3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0064 - Tópicos Avançados em Redes de Computadores 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0065 - Tópicos Avançados em Redes de Computadores 3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0066 - Tópicos Avançados em Engenharia de Software 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas optativas;TIN0067 - Tópicos Avançados em Engenaharia de Software III;;;
